No,Urls,Video Name,View,Like,Comm,published_date,duration,minute,type,Engagement Rate,AVG View Duration,Views to Likes Ratio
341,https://www.youtube.com/watch?v=kAJh73KCfdU,【COME BACK】🦋 กลับมาแย้ว สู่บ้านเฮาาา  | Marine Chariot #Vtuber,433,34,0,2023-12-02,1:01:48,61.80,ประกาศ/อีเวนต์,0.07852193995,0.02,12.73529412
342,https://www.youtube.com/watch?v=RoeUz4Itekk,【Genshin Impact】🦋 กาชา 4.2 วิ่งเล่น + เนื้อเรื่อง (เก่า) ดองมาเป็นปี | Marine Chariot #Vtuber,237,14,2,2023-11-11,2:12:18,132.30,เล่นเกม,0.06751054852,0.04,16.92857143
343,https://www.youtube.com/watch?v=AkXDyu-Mg_E,【SPEACIAL LIVE】🦋 HAPPY &amp; SCARY HALLOWEEN 2023  | Marine Chariot #Vtuber #Halloween,296,21,3,2023-11-01,1:36:12,96.20,ประกาศ/อีเวนต์,0.08108108108,0.03,14.0952381
344,https://www.youtube.com/watch?v=KM8w4B_vQcg,【ENDING Halloween 2023】🦋 Marine Chariot | #vtuber #halloween,174,13,0,2023-11-01,0:01:26,1.43,ประกาศ/อีเวนต์,0.07471264368,0,13.38461538
345,https://www.youtube.com/watch?v=xuMYzDcksrM,【INTRO Halloween 2023】🦋 Marine Chariot | #vtuber #halloween,173,14,3,2023-10-31,0:03:36,3.60,ประกาศ/อีเวนต์,0.09826589595,0,12.35714286
346,https://www.youtube.com/watch?v=ur8c4E77_k4,คุณหนูมารีน กับค่ำคืนร้อนในแสนวิเศษ 🦋 | Marine Chariot [Highlight] #vtuber,308,23,10,2023-10-30,0:03:21,3.35,ฟรีทอร์ก,0.1071428571,0,13.39130435
347,https://www.youtube.com/watch?v=f0cy3wiS47c,【Metal : Hellsinger】🦋 บุกฝ่าดงนรก อสูรล่าอสูร | Marine Chariot #Vtuber,125,13,1,2023-10-29,1:04:10,64.17,เล่นเกม,0.112,0.02,9.615384615
348,https://www.youtube.com/watch?v=A-dbmIh5YlY,【FREETALK &amp; CHILL】🦋 เพราะชีวิต ขาดของเหลวไม่ได้  | Marine Chariot #Vtuber,225,15,2,2023-10-28,1:00:33,60.55,ฟรีทอร์ก,0.07555555556,0.02,15
349,https://www.youtube.com/watch?v=PIR0RzxQt8k,เมื่อคุณหนูมารีน จำชื่อยาไม่ได้ #vtuber #shorts,327,50,6,2023-10-23,0:00:42,0.70,Shots,0.1712538226,0,6.54
350,https://www.youtube.com/watch?v=nzFJvbOtKv8,【The Bridge Curse Road to Salvation】Part 4 [จบ]🦋สิ้นสุดกันที ชาตินี้ชาติไหน | Marine Chariot #vtuber,135,15,1,2023-10-22,1:05:53,65.88,เล่นเกม,0.1185185185,0.02,9
351,https://www.youtube.com/watch?v=U7ZBb433Lf8,【FREETALK &amp; CHILL】🦋 ก่อนฮาโลวีนคุณหนูทำอะไรบ้างง  | Marine Chariot #Vtuber,106,16,0,2023-10-21,1:00:46,60.77,ฟรีทอร์ก,0.1509433962,0.02,6.625
352,https://www.youtube.com/watch?v=rfgP5DrkLOs,【The Bridge Curse Road to Salvation】Part 3 🦋 ในห้องน้ำ ท่องคาถาก็ไม่ช่วย | Marine Chariot #vtuber,384,30,0,2023-10-15,2:28:43,148.72,เล่นเกม,0.078125,0.05,12.8
353,https://www.youtube.com/watch?v=X7-leXJbsLY,ผีห้องน้ำ Hanako-san และ สาวรางรถไฟ Teke-teke【ตำนานผีญี่ปุ่น EP.2】,124,19,3,2023-10-15,1:00:15,60.25,เล่าเรื่องผี,0.1774193548,0.02,6.526315789
354,https://www.youtube.com/watch?v=lmNvkZTGD28,【FREETALK &amp; CHILL】🦋 พูดคุยนั่งเล่นในห้องคุณหนู  | Marine Chariot #Vtuber,94,18,0,2023-10-14,1:02:44,62.73,ฟรีทอร์ก,0.1914893617,0.02,5.222222222
355,https://www.youtube.com/watch?v=Rno8xZsHQM0,【The Bridge Curse Road to Salvation】Part 2 🦋 หลวงพี่ไม่ช่วย หลวงปู่เผ่นหนี | Marine Chariot #vtuber,111,14,2,2023-10-07,2:06:31,126.52,เล่นเกม,0.1441441441,0.04,7.928571429
356,https://www.youtube.com/watch?v=z_hBS_ucxZE,【Ghostwire: Tokyo】Part 5 [END] 🦋 จดจำตลอดไปฉันกับเธอ~ | Marine Chariot #vtuber,62,18,1,2023-10-02,1:25:26,85.43,เล่นเกม,0.3064516129,0.03,3.444444444
357,https://www.youtube.com/watch?v=o3_w32lljCs,【FREETALK &amp; CHILL】🦋 สิ่งที่คุณหนูชอบและไม่ชอบ | Marine Chariot #Vtuber,94,19,1,2023-10-01,1:07:04,67.07,ฟรีทอร์ก,0.2127659574,0.02,4.947368421
358,https://www.youtube.com/watch?v=DyPTpmVMKSQ,【Ghostwire: Tokyo】Part 4 🦋 อยากจะแว๊น แต่ไม่ได้แว๊น~ | Marine Chariot #vtuber,78,24,1,2023-09-24,2:00:21,120.35,เล่นเกม,0.3205128205,0.04,3.25
359,https://www.youtube.com/watch?v=Az79uze1wnU,สาวปากฉีก Kuchisake Onna และ ผีเด็ก Zashiki warashi【ตำนานผีญี่ปุ่น EP.1】,270,21,1,2023-09-24,0:58:57,58.95,เล่าเรื่องผี,0.08148148148,0.02,12.85714286
360,https://www.youtube.com/watch?v=aRCrd1JGXD8,【FREETALK &amp; CHILL】🦋 ความฝัน และ เป้าหมาย ของคุณหนู | Marine Chariot #Vtuber,68,18,1,2023-09-23,1:01:49,61.82,ฟรีทอร์ก,0.2794117647,0.02,3.777777778
361,https://www.youtube.com/watch?v=Qvq82lNOf_k,【The Bridge Curse Road to Salvation】Part 1🦋 สะพานต้องสาป | Marine Chariot #vtuber,154,24,1,2023-09-17,2:03:36,123.60,เล่นเกม,0.1623376623,0.04,6.416666667
362,https://www.youtube.com/watch?v=puGf1gDYl2U,เมื่อคุณหนูกลายร่างเป็นหนูตะเภา #vtuber  #shorts,386,57,8,2023-09-17,0:00:15,0.25,Shots,0.1683937824,0,6.771929825
363,https://www.youtube.com/watch?v=56DrrRw-lmc,【READ CHAT &amp; CHILL】🦋 คุณหนูจะนั่งอ่านแชท คุยสบายๆ | Marine Chariot #Vtuber,130,18,1,2023-09-16,1:02:10,62.17,ฟรีทอร์ก,0.1461538462,0.02,7.222222222
364,https://www.youtube.com/watch?v=dBvUwiM3Cc4,【Ghostwire: Tokyo】Part 3 🦋 จู๊บเหม่งอินเจแพนนึ~ | Marine Chariot #vtuber,261,21,1,2023-09-09,2:08:26,128.43,เล่นเกม,0.08429118774,0.04,12.42857143
365,https://www.youtube.com/watch?v=-mAerdRZvu8,【FREETALK &amp; CHILL】🦋 ว่ากันเรื่อง การไม่หุบยิ้มของคุณหนู | Marine Chariot #Vtuber,112,18,0,2023-09-09,1:01:35,61.58,ฟรีทอร์ก,0.1607142857,0.02,6.222222222
366,https://www.youtube.com/watch?v=FMQtHhRCl5w,【Ghostwire: Tokyo】Part 2 🦋 ตะลุยห่าผี สุดชีวิตเพื่อน้อง! | Marine Chariot #vtuber,78,13,0,2023-09-02,2:01:07,121.12,เล่นเกม,0.1666666667,0.04,6
367,https://www.youtube.com/watch?v=KiJCKLgHdaE,【FREETALK &amp; CHILL】🦋 พูดคุยมังงะ Prologue : To the everlasting กับคุณหนู | Marine Chariot #Vtuber,96,14,0,2023-09-02,1:00:44,60.73,แต่งนิยาย,0.1458333333,0.02,6.857142857
368,https://www.youtube.com/watch?v=w89NOFT4iEM,【Ghostwire: Tokyo】Part 1 🦋 ตะลุยเมืองซากุระ มือปราบผีจำเป็น | Marine Chariot,410,24,1,2023-08-26,3:02:24,182.40,เล่นเกม,0.06097560976,0.06,17.08333333
369,https://www.youtube.com/watch?v=EFqMrvqrFm0,【FREETALK &amp; CHILL】🦋 ชีวิตการเป็น V-artist ของคุณหนู | Marine Chariot #Vtuber,108,24,3,2023-08-26,1:05:53,65.88,ฟรีทอร์ก,0.25,0.02,4.5
370,https://www.youtube.com/watch?v=6C3RbGTnfqQ,ประสบการณ์โดยตรงจากคุณหนู [เล่าเรื่องผี EP.3],114,21,3,2023-08-21,1:08:42,68.70,เล่าเรื่องผี,0.2105263158,0.02,5.428571429
371,https://www.youtube.com/watch?v=nHD9vlfpAqk,【FREETALK &amp; CHILL】🦋 เติมไฟหน่อย อยากปิ้งย่าง | Marine Chariot #Vtuber,114,12,0,2023-08-19,1:01:21,61.35,ฟรีทอร์ก,0.1052631579,0.02,9.5
372,https://www.youtube.com/watch?v=Rt3c5bNxf9o,【State of Decay 2】🦋 บุกป่าฝ่าดง ฟาร์มแสนสุขที่ รัฐแห่งความเน่าเปื่อย 2  | Marine Chariot,226,28,0,2023-08-06,3:01:43,181.72,เล่นเกม,0.1238938053,0.06,8.071428571
373,https://www.youtube.com/watch?v=C5NXsYFFHLM,【FREETALK &amp; CHILL】🦋 เรื่อยเปื่อยกับคนหายป่วย~~ | Marine Chariot #Vtuber,729,40,1,2023-08-05,1:01:15,61.25,ฟรีทอร์ก,0.05624142661,0.02,18.225
374,https://www.youtube.com/watch?v=LZLuTX-hxKc,【State of Decay 2】🦋 ตะลุยซอมบี้ รัฐแห่งความเน่าเปื่อย 2  | Marine Chariot,1148,39,1,2023-07-29,2:12:37,132.62,เล่นเกม,0.03484320557,0.04,29.43589744
375,https://www.youtube.com/watch?v=pe0atGqm3YI,【FREETALK &amp; CHILL】🦋 นั่งพูดคุยชิลๆ กับคนป่วย | Marine Chariot #Vtuber,138,15,0,2023-07-28,0:42:34,42.57,ฟรีทอร์ก,0.1086956522,0.01,9.2
376,https://www.youtube.com/watch?v=4Z8tax95vN8,【Lies of P】🦋 พีโกหกว่าเกมไม่หัวร้อน~ DEMO | Marine Chariot #vtuber,96,10,0,2023-07-08,2:12:45,132.75,เล่นเกม,0.1041666667,0.04,9.6
377,https://www.youtube.com/watch?v=_TyNxODqprA,【FREETALK】🦋 ทำวีเหนื่อยใจ หาวิธีฮีลลิ่งตัวเองกับคุณหนู | Marine Chariot,218,18,0,2023-07-01,1:13:08,73.13,ฟรีทอร์ก,0.08256880734,0.02,12.11111111
378,https://www.youtube.com/watch?v=tthRoIrEXSU,【Windbound】🦋ลุยตัวแลบลิ้น วาร์ปไปวาร์ปมา~กับคุณหนู  | Marine Chariot,53,17,1,2023-06-24,2:13:09,133.15,เล่นเกม,0.3396226415,0.04,3.117647059
379,https://www.youtube.com/watch?v=5X0dJAJXMkc,【FREETALK &amp; CHILL】🦋 ในคืนที่เก้าอี้คุณหนูหายไป | Marine Chariot,37,6,0,2023-06-22,1:02:47,62.78,ฟรีทอร์ก,0.1621621622,0.02,6.166666667
380,https://www.youtube.com/watch?v=N0qOLLOnbHA,ประสบการณ์โดยตรงจากคุณหนู &amp; ทางบ้าน [เล่าเรื่องผี EP.1],211,20,2,2023-06-19,1:00:21,60.35,เล่าเรื่องผี,0.1042654028,0.02,10.55
381,https://www.youtube.com/watch?v=m2N25eY4wG4,【Windbound】🦋โผล่เกาะลึกลับใหม่ไปกับคุณหนู   | Marine Chariot #Vtuber,56,14,0,2023-06-17,3:21:56,201.93,เล่นเกม,0.25,0.06,4
382,https://www.youtube.com/watch?v=6pDOIFGZyNY,【FREETALK &amp; CHILL】🦋 อาทิตย์นี้วันอังคารกับคุณหนู | Marine Chariot  #Vtuber,60,14,0,2023-06-14,1:04:53,64.88,ฟรีทอร์ก,0.2333333333,0.02,4.285714286
383,https://www.youtube.com/watch?v=4XzkL14yIy4,【Windbound】🦋ผจญภัยเกาะลึกลับไปกับคุณหนู  | Marine Chariot #Vtuber,58,10,0,2023-06-10,3:29:34,209.57,เล่นเกม,0.1724137931,0.07,5.8
384,https://www.youtube.com/watch?v=qJDmCHZAOoQ,【FREETALK &amp; CHILL】🦋ตั้งวันศุกร์เป็นวัน Necromancer | Marine Chariot  #Vtuber,64,17,0,2023-06-10,1:01:29,61.48,ฟรีทอร์ก,0.265625,0.02,3.764705882
385,https://www.youtube.com/watch?v=A42l5qapzF8,【FREETALK &amp; CHILL】🦋 คุณหนูม้าน้ำขึ้นบก | Marine Chariot  #Vtuber,84,14,0,2023-06-06,1:33:50,93.83,ฟรีทอร์ก,0.1666666667,0.03,6
386,https://www.youtube.com/watch?v=gU8Qmoj0OUA,【Inside the Backrooms】🦋 ทะลุมิติประหลาดไปกับคุณหนู  | Marine Chariot  #Vtuber,154,18,0,2023-06-04,1:23:32,83.53,เล่นเกม,0.1168831169,0.03,8.555555556
387,https://www.youtube.com/watch?v=VWGClaTaZ_Y,【FREETALK &amp; CHILL】🦋 คืนวันศุกร์แวะมาเม้า - พักผ่อนกับคุณหนู | Marine Chariot  #Vtuber,148,20,1,2023-06-03,1:01:06,61.10,ฟรีทอร์ก,0.1418918919,0.02,7.4
388,https://www.youtube.com/watch?v=R4UnuIePVAs,【Speed painting】🦋 Tokoyami towa - Bunny (Time-lapse) | Marine Chariot #vtuber #drawing,429,18,2,2023-05-27,0:03:34,3.57,วาดรูป,0.04662004662,0,23.83333333
389,https://www.youtube.com/watch?v=X30iQ-IecL4,【Drawing】🦋 ลงสี Towa-san &amp; พูดคุยสบายๆกับคุณหนู #3 | Marine Chariot  #Vtuber #Drawing,254,27,2,2023-05-21,2:03:45,123.75,วาดรูป,0.1141732283,0.04,9.407407407
390,https://www.youtube.com/watch?v=bzUAt4OPnyM,【FREETALK &amp; CHILL】🦋 คืนวันศุกร์ สุดแสนชิลกับคุณหนู | Marine Chariot  #Vtuber,334,14,1,2023-05-20,1:02:40,62.67,ฟรีทอร์ก,0.04491017964,0.02,23.85714286
391,https://www.youtube.com/watch?v=URjC-yYhHqM,【Idol showdown】🦋 สนามมวยลุมพินี  | Marine Chariot  #Vtuber,458,18,2,2023-05-14,1:45:29,105.48,เล่นเกม,0.04366812227,0.03,25.44444444
392,https://www.youtube.com/watch?v=X8x5vhP-KTQ,【FREETALK &amp; CHILL】🦋 พักผ่อนสบายๆ หลังเลิกงานกับคุณหนู | Marine Chariot  #Vtuber,287,18,0,2023-05-12,1:02:02,62.03,ฟรีทอร์ก,0.06271777003,0.02,15.94444444
393,https://www.youtube.com/watch?v=lKOgs7-HULs,【Drawing】🦋 วาดรูป Towa-san &amp; แชร์เทคนิคในแบบของคุณหนู #2 | Marine Chariot  #Vtuber #Drawing,423,20,3,2023-05-06,2:09:03,129.05,วาดรูป,0.05437352246,0.04,21.15
394,https://www.youtube.com/watch?v=02LMl_zjSjI,【hololiveERROR】🦋 Necromancer ที่ไหนกลัวผี | Marine Chariot [Highlight] #Vtuber,1382,43,6,2023-05-04,0:03:31,3.52,ฟรีทอร์ก,0.03545586107,0,32.13953488
395,https://www.youtube.com/watch?v=3yv58-mYJ18,【FREETALK &amp; CHILL】🦋 วันหยุดพักของคุณหนู | Marine Chariot  #Vtuber,860,24,1,2023-05-01,1:01:51,61.85,ฟรีทอร์ก,0.02906976744,0.02,35.83333333
396,https://www.youtube.com/watch?v=nMJIi3U8ujg,【Drawing】🦋 วาดรูป Towa-san &amp; แชร์เทคนิคในแบบของคุณหนู #1 | Marine Chariot  #Vtuber #Drawing,558,30,1,2023-04-29,2:18:14,138.23,วาดรูป,0.05555555556,0.04,18.6
397,https://www.youtube.com/watch?v=0GFNP7U7iDA,【hololiveERROR】🦋 สำรวจโรงเรียน เล่าเรื่องสยองกับคุณหนู  | Marine Chariot  #Vtuber,987,21,2,2023-04-24,1:13:40,73.67,ฟรีทอร์ก,0.0233029382,0.02,47
398,https://www.youtube.com/watch?v=J2L_rwMvYJk,【FREETALK &amp; CHILL】🦋 นั่งทำงานกับคุณหนู | Marine Chariot  #Vtuber,718,34,4,2023-04-21,2:00:43,120.72,ฟรีทอร์ก,0.05292479109,0.04,21.11764706
399,https://www.youtube.com/watch?v=aY3kEPTf_Ug,【FREETALK】🦋 ดื่มน้ำชาพูดคุยหลัง Debut กับคุณหนู | Marine Chariot  #Vtuber,1331,35,4,2023-04-16,1:02:45,62.75,ฟรีทอร์ก,0.02930127724,0.02,38.02857143
400,https://www.youtube.com/watch?v=kq6z98TDZYs,【DEBUT STREAM】🦋 Marine Ojou-sama Arrival !  -  Vtuber คุณหนูเนโครแมนเซอร์ #Vtuber,2033,91,14,2023-04-15,1:02:59,62.98,ประกาศ/อีเวนต์,0.05164781112,0.02,22.34065934
401,https://www.youtube.com/watch?v=z17NgqFy8JA,PV Teaser : Marine Chariot &#39;&#39;Time to give your soul to me&#39;&#39; [4K 60FPS] #vtuber #virtualyoutuber,1910,45,8,2023-04-05,0:01:01,1.02,Content Talk,0.0277486911,0,42.44444444
